序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
305,塑料分为：,,,"聚氯乙烯PVC,可降解塑料，聚苯乙烯，聚酯",,,,,,,,ABCDEFGH,x110-化工
306,中泰化学,聚氯乙烯PVC,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x110-化工
307,新疆天业,聚氯乙烯PVC,新疆,,,,,,,,,ABCDEFGH,x110-化工
308,北元集团,聚氯乙烯PVC,山西-榆林,,,,,,,,,ABCDEFGH,x110-化工
309,君正集团,聚氯乙烯PVC,内蒙-乌海,,,,,,,,,ABCDEFGH,x110-化工
310,湖北宜化,聚氯乙烯PVC,湖北-宜昌,,,,,,,,,ABCDEFGH,x110-化工
311,华塑股份,聚氯乙烯PVC,安徽-滁州,,,,,,,,,ABCDEFGH,x110-化工
312,三友化工,聚氯乙烯PVC,河北-唐山,,,,,,,,,ABCDEFGH,x110-化工
313,氯碱化工,聚氯乙烯PVC,上海,,,,,,,,,ABCDEFGH,x110-化工
314,嘉化能源,聚氯乙烯PVC,浙江-嘉兴,,,,,,,,,ABCDEFGH,x110-化工
315,新金路,聚氯乙烯PVC,四川德阳,,,,,,,,,ABCDEFGH,x110-化工
316,英力特,聚氯乙烯PVC,宁夏-石嘴山,,,,,,,,,ABCDEFGH,x110-化工
317,金发科技,可降解塑料,广东-广州,,,,,,,,,ABCDEFGH,x110-化工
318,长鸿高科,可降解塑料,浙江-宁波,,,,,,,,,ABCDEFGH,x110-化工
319,联泓新科,可降解塑料,山东-枣庄,,,,,,,,,ABCDEFGH,x110-化工
320,瑞丰高材-300,可降解塑料,山东-淄博,,,,,,,,,ABCDEFGH,x110-化工
321,彤程新材,可降解塑料,上海,,,,,,,,,ABCDEFGH,x110-化工
322,宇新股份,可降解塑料,广东-惠州,,,,,,,,,ABCDEFGH,x110-化工
323,东华科技,可降解塑料,安徽-合肥,,,,,,,,,ABCDEFGH,x110-化工
324,海正生材-688,可降解塑料,浙江-台州,,,,,,,,,ABCDEFGH,x110-化工
325,恒力石化,可降解塑料,辽宁-大连,,,,,,,,,ABCDEFGH,x110-化工
326,莫高股份,可降解塑料,甘肃-兰州,,,,,,,,,ABCDEFGH,x110-化工
327,家联科技-300,可降解塑料,浙江-宁波,,,,,,,,,ABCDEFGH,x110-化工
328,星辉环材-300,聚苯乙烯,广东-汕头,,,,,,,,,ABCDEFGH,x110-化工
329,仁信新材-300,聚苯乙烯,广东-惠州,,,,,,,,,ABCDEFGH,x110-化工
330,天原股份,聚苯乙烯,四川-宜宾,,,,,,,,,ABCDEFGH,x110-化工
331,会通股份,聚苯乙烯,安徽-合肥,,,,,,,,,ABCDEFGH,x110-化工
332,国恩股份,聚苯乙烯,山东-青岛,,,,,,,,,ABCDEFGH,x110-化工
333,荣盛石化,聚酯,浙江-杭州,,,,,,,,,ABCDEFGH,x110-化工
334,恒逸石化,聚酯,广西-钦州,,,,,,,,,ABCDEFGH,x110-化工
335,三房巷,聚酯,江苏-无锡,,,,,,,,,ABCDEFGH,x110-化工
336,万凯新材-300,聚酯,浙江-嘉兴,,,,,,,,,ABCDEFGH,x110-化工
337,华润材料-300,聚酯,江苏-常州,,,,,,,,,ABCDEFGH,x110-化工
338,海利得,聚酯,浙江-嘉兴,,,,,,,,,ABCDEFGH,x110-化工
339,三维股份,聚酯,江苏-镇江,,,,,,,,,ABCDEFGH,x110-化工
340,裕兴股份-300,聚酯,江苏-常州,,,,,,,,,ABCDEFGH,x110-化工
341,神剑股份,聚酯,安徽-芜湖,,,,,,,,,ABCDEFGH,x110-化工
342,光华股份,聚酯,浙江-嘉兴,,,,,,,,,ABCDEFGH,x110-化工
343,色母粒,色母粒,,是一种新型高分子材料专用着色剂,,,,,,,,ABCDEFGH,x110-化工
344,宝丽迪-300,色母粒,江苏-苏州,,,,,,,,,ABCDEFGH,x110-化工
345,美联新材-300,色母粒,广东汕头,,,,,,,,,ABCDEFGH,x110-化工
346,世名科技-300,色母粒,江苏-苏州,,,,,,,,,ABCDEFGH,x110-化工
347,宁波色母,色母粒,浙江-宁波,,,,,,,,,ABCDEFGH,x110-化工
348,道恩股份,色母粒,山东-烟台,,,,,,,,,ABCDEFGH,x110-化工
349,长鸿高科,色母粒,浙江-宁波,,,,,,,,,ABCDEFGH,x110-化工
350,云天化,共聚聚甲醛,云南-昆明,,,,,,,,,ABCDEFGH,x110-化工
351,开滦股份,共聚聚甲醛,河北-唐山,,,,,,,,,ABCDEFGH,x110-化工
352,兖矿能源,共聚聚甲醛,山东-济宁,,,,,,,,,ABCDEFGH,x110-化工
353,宏川智慧,化工原料存储,广东-东莞,,,,,,,,,ABCDEFGH,x110-化工
354,君正集团,化工原料存储,内蒙-乌海,,,,,,,,,ABCDEFGH,x110-化工
355,恒基达鑫,化工原料存储,广东-珠海,,,,,,,,,ABCDEFGH,x110-化工
356,万盛股份,阻燃剂,浙江-台州,,,,,,,,,ABCDEFGH,x110-化工
357,江山股份,阻燃剂,江苏-南通,,,,,,,,,ABCDEFGH,x110-化工
358,键邦股份,阻燃剂,山东济宁,,,,,,,,,ABCDEFGH,x110-化工
359,聚石化学,阻燃剂,广东-清远,,,,,,,,,ABCDEFGH,x110-化工
360,苏利股份,阻燃剂,江苏-无锡,,,,,,,,,ABCDEFGH,x110-化工
361,鼎际得,阻燃剂,辽宁-营口,,,,,,,,,ABCDEFGH,x110-化工
362,晨化股份-300,阻燃剂,江苏-扬州,,,,,,,,,ABCDEFGH,x110-化工
363,雅克科技,阻燃剂,江苏-无锡,,,,,,,,,ABCDEFGH,x110-化工
364,康达新材,阻燃剂,上海,,,,,,,,,ABCDEFGH,x110-化工
