序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
1,石油分为：上游 （勘探，钻井，采油） 中游（原油及一次加工，运输）下游（运输）,,,,,,,,,,,ABCDEFGH,x100-石油
2,潜能恒信-300,上游-勘探服务,北京,,,,,,,,,ABCDEFGH,x100-石油
3,准油股份,上游-勘探服务,新疆-卡拉玛依,,,,,,,,,ABCDEFGH,x100-石油
4,神开股份,上游-勘探设备,上海,,,,,,,,,ABCDEFGH,x100-石油
5,新锦动力-300,上游-勘探设备,北京,,,,,,,,,ABCDEFGH,x100-石油
6,通源石油-300,上游-钻井服务,陕西-西安,,,,,,,,,ABCDEFGH,x100-石油
7,贝肯能源,上游-钻井服务,新疆-卡拉玛依,,,,,,,,,ABCDEFGH,x100-石油
8,中曼石油,上游-钻井服务,上海,,,,,,,,,ABCDEFGH,x100-石油
9,仁智股份,上游-钻井服务,浙江-温州,,,,,,,,,ABCDEFGH,x100-石油
10,安控科技-300,上游-石油钻头,四川-宜宾,,,,,,,,,ABCDEFGH,x100-石油
11,石化机械,上游-石油钻头,湖北-武汉,,,,,,,,,ABCDEFGH,x100-石油
12,德石股份-300,上游-螺杆钻具,德州,,,,,,,,,ABCDEFGH,x100-石油
13,山东墨龙,上游-钻采设备,潍坊,,,,,,,,,ABCDEFGH,x100-石油
14,如通股份,上游-钻采设备,江苏-南通,,,,,,,,,ABCDEFGH,x100-石油
15,迪威尔,上游-其他设备,江苏-南京,,,,,,,,,ABCDEFGH,x100-石油
16,洪田股份,上游-其他设备,江苏-苏州,,,,,,,,,ABCDEFGH,x100-石油
17,海锅股份-300,上游-其他设备,江苏-苏州,,,,,,,,,ABCDEFGH,x100-石油
18,海默科技-300,上游-其他设备,甘肃-兰州,,,,,,,,,ABCDEFGH,x100-石油
19,常宝股份,上游-其他设备,江苏-常州,,,,,,,,,ABCDEFGH,x100-石油
20,蓝科高新,上游-其他设备,甘肃-兰州,,,,,,,,,ABCDEFGH,x100-石油
21,博隆技术,上游-其他设备,上海,,,,,,,,,ABCDEFGH,x100-石油
22,中油工程,上游-采油-工程与服务,新疆-卡拉玛依,,,,,,,,,ABCDEFGH,x100-石油
23,石化油服,上游-采油-工程与服务,北京,,,,,,,,,ABCDEFGH,x100-石油
24,海油发展,上游-采油-工程与服务,北京,,,,,,,,,ABCDEFGH,x100-石油
25,中海油服,上游-采油-工程与服务,天津,,,,,,,,,ABCDEFGH,x100-石油
26,海油工程,上游-采油-工程与服务,天津,,,,,,,,,ABCDEFGH,x100-石油
27,宝莫股份,上游-采油-工程与服务,山东-东营,,,,,,,,,ABCDEFGH,x100-石油
28,杰瑞股份,上游-采油-工程与服务,山东-烟台,,,,,,,,,ABCDEFGH,x100-石油
29,惠博普,上游-采油-工程与服务,湖南-长沙,,,,,,,,,ABCDEFGH,x100-石油
30,博迈科,上游-采油-工程与服务,天津,,,,,,,,,ABCDEFGH,x100-石油
31,中国石油,中游-原油及一次加工-原油,北京,,,,,,,,,ABCDEFGH,x100-石油
32,中国海油,中游-原油及一次加工-原油,北京,,,,,,,,,ABCDEFGH,x100-石油
33,中国石化,中游-原油及一次加工-原油,北京,,,,,,,,,ABCDEFGH,x100-石油
34,洲际油气,中游-原油及一次加工-原油,海南-海口,,,,,,,,,ABCDEFGH,x100-石油
35,康普顿,中游-原油及一次加工-润滑油,青岛,青岛康普顿科技股份有限公司,,,,,,,,ABCDEFGH,x100-石油
36,中晟高科,中游-原油及一次加工-润滑油,江苏-无锡,,,,,,,,,ABCDEFGH,x100-石油
37,宝利国际,中游-原油及一次加工-沥青,江苏-无锡,,,,,,,,,ABCDEFGH,x100-石油
38,国创高新,中游-原油及一次加工-沥青,湖北-武汉,,,,,,,,,ABCDEFGH,x100-石油
39,中远海能,中游-运输-油品航运,上海,,,,,,,,,ABCDEFGH,x100-石油
40,招商轮船,中游-运输-油品航运,上海,,,,,,,,,ABCDEFGH,x100-石油
41,招商南油,中游-运输-油品航运,江苏-南京,,,,,,,,,ABCDEFGH,x100-石油
42,兴通股份-水上运输,中游-运输-油品航运,福建-泉州,主营全球散装液体危险货物的水上运输业务，包括液体化学品、成品油、液化石油气的水上运输。,,,,,,,,ABCDEFGH,x100-石油
43,金洲管道,中游-运输-管道运输,浙江-湖州,,,,,,,,,ABCDEFGH,x100-石油
44,久立特材,中游-运输-管道运输,浙江-湖州,,,,,,,,,ABCDEFGH,x100-石油
45,和顺石油,下游销售-成品油,湖南-长沙,,,,,,,,,ABCDEFGH,x100-石油
46,泰山石油,下游销售-成品油,泰安,,,,,,,,,ABCDEFGH,x100-石油
47,广聚能源,下游销售-成品油,广东-深圳,,,,,,,,,ABCDEFGH,x100-石油
48,国际实业,下游销售-成品油,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x100-石油
49,博汇股份-300,下游销售-成品油,浙江-宁波,,,,,,,,,ABCDEFGH,x100-石油
